file,na,r,mpif,model,na,sol,z,bestlp,root,cuts,cuts,cuts,cuts,nodecount,time,status,gap,n_clients
GRID_MCLP_n100_m5000_d1_100_f1_1_s5.dat, NA ,5.5, MPIF ,SW, nobenders ,4421978.467,4421978.467,695847.0726,0,0,0,0,0,26,3599.923987,lpstatus: 107,0.842638973,5000
GRID_MCLP_n100_m10000_d1_100_f1_1_s1.dat, NA ,5.5, MPIF ,SW, nobenders ,0,0,1344608.133,0,0,0,0,0,0,3599.878129,lpstatus: 108,1,10000
GRID_MCLP_n100_m10000_d1_100_f1_1_s5.dat, NA ,5.5, MPIF ,SW, nobenders ,0,0,1411312.248,0,0,0,0,0,0,3600.279345,lpstatus: 108,1,10000
GRID_MCLP_n100_m50000_d1_100_f1_1_s1.dat, NA ,5.5, MPIF ,SW, nobenders ,0,0,0,0,0,0,0,0,0,3600.877143,lpstatus: 108,1,50000
GRID_MCLP_n100_m50000_d1_100_f1_1_s5.dat, NA ,5.5, MPIF ,SW, nobenders ,0,0,0,0,0,0,0,0,0,3601.202357,lpstatus: 108,1,50000
GRID_MCLP_n100_m100000_d1_100_f1_1_s1.dat, NA ,5.5, MPIF ,SW, nobenders ,0,0,0,0,0,0,0,0,0,3600.417259,lpstatus: 108,1,100000
GRID_MCLP_n100_m100000_d1_100_f1_1_s5.dat, NA ,5.5, MPIF ,SW, nobenders ,0,0,0,0,0,0,0,0,0,3598.055303,lpstatus: 108,1,100000
GRID_MCLP_n100_m1000_d1_100_f1_1_s1.dat, NA ,5.5, MPIF ,MW, nobenders ,150113.6064,150113.6064,129827.6364,0,0,0,0,0,1363,3599.52121,lpstatus: 107,0.135137451,1000
GRID_MCLP_n100_m1000_d1_100_f1_1_s5.dat, NA ,5.5, MPIF ,MW, nobenders ,215624.3752,215624.3752,143528.5844,0,0,0,0,0,1379,3599.939705,lpstatus: 107,0.334358259,1000
GRID_MCLP_n100_m5000_d1_100_f1_1_s1.dat, NA ,5.5, MPIF ,MW, nobenders ,3688710.229,3688710.229,676013.5987,0,0,0,0,0,17,3600.153795,lpstatus: 107,0.816734426,5000
GRID_MCLP_n100_m5000_d1_100_f1_1_s5.dat, NA ,5.5, MPIF ,MW, nobenders ,4421978.467,4421978.467,695600.3735,0,0,0,0,0,0,3600.148375,lpstatus: 107,0.842694762,5000
GRID_MCLP_n100_m10000_d1_100_f1_1_s1.dat, NA ,5.5, MPIF ,MW, nobenders ,0,0,0,0,0,0,0,0,0,3600.25969,lpstatus: 108,1,10000
GRID_MCLP_n100_m10000_d1_100_f1_1_s5.dat, NA ,5.5, MPIF ,MW, nobenders ,0,0,0,0,0,0,0,0,0,3600.209422,lpstatus: 108,1,10000
GRID_MCLP_n100_m50000_d1_100_f1_1_s1.dat, NA ,5.5, MPIF ,MW, nobenders ,0,0,0,0,0,0,0,0,0,3601.156447,lpstatus: 108,1,50000
GRID_MCLP_n100_m50000_d1_100_f1_1_s5.dat, NA ,5.5, MPIF ,MW, nobenders ,0,0,0,0,0,0,0,0,0,3601.115988,lpstatus: 108,1,50000
GRID_MCLP_n100_m100000_d1_100_f1_1_s1.dat, NA ,5.5, MPIF ,MW, nobenders ,0,0,0,0,0,0,0,0,0,3599.628735,lpstatus: 108,1,100000
GRID_MCLP_n100_m100000_d1_100_f1_1_s5.dat, NA ,5.5, MPIF ,MW, nobenders ,0,0,0,0,0,0,0,0,0,3599.938,lpstatus: 108,1,100000
GRID_MCLP_n100_m1000_d1_100_f1_1_s1.dat, NA ,5.5, MPIF ,NW, nobenders ,141508.9341,141508.9341,132344.3003,0,20,2246,0,0,21045,3599.820125,lpstatus: 107,0.06476364,1000
GRID_MCLP_n100_m1000_d1_100_f1_1_s5.dat, NA ,5.5, MPIF ,NW, nobenders ,175022.3382,175022.3382,144517.9464,0,20,5170,0,0,13463,3599.786681,lpstatus: 107,0.174288563,1000
GRID_MCLP_n100_m5000_d1_100_f1_1_s1.dat, NA ,5.5, MPIF ,NW, nobenders ,3046183.69,0,669641.3971,0,2,241,0,0,331,3599.849971,lpstatus: 107,0.780170382,5000
GRID_MCLP_n100_m5000_d1_100_f1_1_s5.dat, NA ,5.5, MPIF ,NW, nobenders ,3960155.665,0,691385.6361,0,2,539,0,0,1959,3599.96618,lpstatus: 107,0.825414531,5000
GRID_MCLP_n100_m10000_d1_100_f1_1_s1.dat, NA ,5.5, MPIF ,NW, nobenders ,6153894.271,0,1339150.115,0,2,81,0,0,1,3599.861472,lpstatus: 107,0.782389808,10000
GRID_MCLP_n100_m10000_d1_100_f1_1_s5.dat, NA ,5.5, MPIF ,NW, nobenders ,7982719.936,0,1401812.012,0,2,120,0,0,0,3600.232241,lpstatus: 107,0.824394188,10000
GRID_MCLP_n100_m50000_d1_100_f1_1_s1.dat, NA ,5.5, MPIF ,NW, nobenders ,30774951.46,0,0,0,2,0,0,0,0,3600.987424,lpstatus: 107,1,50000
GRID_MCLP_n100_m50000_d1_100_f1_1_s5.dat, NA ,5.5, MPIF ,NW, nobenders ,40084074.73,0,0,0,2,0,0,0,0,3600.517672,lpstatus: 107,1,50000
GRID_MCLP_n100_m100000_d1_100_f1_1_s1.dat, NA ,5.5, MPIF ,NW, nobenders ,61595172.19,0,0,0,2,0,0,0,0,3601.235369,lpstatus: 107,1,100000
GRID_MCLP_n100_m100000_d1_100_f1_1_s5.dat, NA ,5.5, MPIF ,NW, nobenders ,80609575.54,0,0,0,2,0,0,0,0,3596.80462,lpstatus: 107,1,100000
GRID_MCLP_n100_m1000_d1_100_f1_1_s1.dat, NA ,5.5, MPIF ,NV, nobenders ,139457.8491,139457.8491,139443.9199,128858.5637,20,3689,2592,10303,130224,3265.881833,lpstatus: 102,9.98806E-05,1000
GRID_MCLP_n100_m1000_d1_100_f1_1_s5.dat, NA ,5.5, MPIF ,NV, nobenders ,161439.8972,161439.8972,150736.2276,140796.9,20,7551,1595,13530,59264,3599.806449,lpstatus: 107,0.066301266,1000
GRID_MCLP_n100_m5000_d1_100_f1_1_s1.dat, NA ,5.5, MPIF ,NV, nobenders ,755716.6803,755716.6803,695977.5843,491641.5874,20,2841,6484,54313,7128,3599.751595,lpstatus: 107,0.079049593,5000
GRID_MCLP_n100_m5000_d1_100_f1_1_s5.dat, NA ,5.5, MPIF ,NV, nobenders ,823984.2044,823984.2044,707575.4505,692089.8742,20,5388,20523,54331,4661,3599.789081,lpstatus: 107,0.141275468,5000
GRID_MCLP_n100_m10000_d1_100_f1_1_s1.dat, NA ,5.5, MPIF ,NV, nobenders ,1544212.923,1544212.923,1361908.138,975075.5219,20,2057,11249,101504,1593,3599.80249,lpstatus: 107,0.118056767,10000
GRID_MCLP_n100_m10000_d1_100_f1_1_s5.dat, NA ,5.5, MPIF ,NV, nobenders ,1659427.347,1659427.347,1419027.751,1246288.734,20,3648,10077,98013,1727,3599.80758,lpstatus: 107,0.14486901,10000
GRID_MCLP_n100_m50000_d1_100_f1_1_s1.dat, NA ,5.5, MPIF ,NV, nobenders ,30774951.46,0,6570724.008,6487852.027,2,284,47748,298007,44,3599.814201,lpstatus: 107,0.786491166,50000
GRID_MCLP_n100_m50000_d1_100_f1_1_s5.dat, NA ,5.5, MPIF ,NV, nobenders ,40084074.73,0,6783862.94,6739278.77,2,380,48514,277781,46,3599.815586,lpstatus: 107,0.830759148,50000
GRID_MCLP_n100_m100000_d1_100_f1_1_s1.dat, NA ,5.5, MPIF ,NV, nobenders ,61595172.19,0,12062485.83,12043525.41,2,155,95563,546973,2,3599.857121,lpstatus: 107,0.804165077,100000
GRID_MCLP_n100_m100000_d1_100_f1_1_s5.dat, NA ,5.5, MPIF ,NV, nobenders ,80609575.54,0,12540357.78,12467813.38,2,189,97117,534377,9,3599.7868,lpstatus: 107,0.844430917,100000
